륨,5,ㄹㅠㅁ
륩,5,ㄹㅠㅂ
륫,5,ㄹㅠㅅ
륭,5,ㄹㅠㅇ
르,2,ㄹㅡ
륵,5,ㄹㅡㄱ
른,5,ㄹㅡㄴ
를,5,ㄹㅡㄹ
름,5,ㄹㅡㅁ
릅,5,ㄹㅡㅂ
릇,5,ㄹㅡㅅ
릉,5,ㄹㅡㅇ
릊,5,ㄹㅡㅈ
릍,5,ㄹㅡㅌ
릎,5,ㄹㅡㅍ
리,1,ㄹㅣ
릭,4,ㄹㅣㄱ
린,4,ㄹㅣㄴ
릴,4,ㄹㅣㄹ
림,4,ㄹㅣㅁ
립,4,ㄹㅣㅂ
릿,4,ㄹㅣㅅ
링,4,ㄹㅣㅇ
마,1,ㅁㅏ
막,4,ㅁㅏㄱ
만,4,ㅁㅏㄴ
많,4,ㅁㅏㄶ
맏,4,ㅁㅏㄷ
말,4,ㅁㅏㄹ
맑,4,ㅁㅏㄺ
맒,4,ㅁㅏㄻ
맘,4,ㅁㅏㅁ
맙,4,ㅁㅏㅂ
맛,4,ㅁㅏㅅ
망,4,ㅁㅏㅇ
맞,4,ㅁㅏㅈ
맡,4,ㅁㅏㅌ
맣,4,ㅁㅏㅎ
매,1,ㅁㅐ
맥,4,ㅁㅐㄱ
맨,4,ㅁㅐㄴ
맬,4,ㅁㅐㄹ
맴,4,ㅁㅐㅁ
맵,4,ㅁㅐㅂ
맷,4,ㅁㅐㅅ
맸,4,ㅁㅐㅆ
맹,4,ㅁㅐㅇ
맺,4,ㅁㅐㅈ
먀,1,ㅁㅑ
먁,4,ㅁㅑㄱ
먈,4,ㅁㅑㄹ
먕,4,ㅁㅑㅇ
머,1,ㅁㅓ
먹,4,ㅁㅓㄱ
먼,4,ㅁㅓㄴ
멀,4,ㅁㅓㄹ
멂,4,ㅁㅓㄻ
멈,4,ㅁㅓㅁ
멉,4,ㅁㅓㅂ
멋,4,ㅁㅓㅅ
멍,4,ㅁㅓㅇ
멎,4,ㅁㅓㅈ
멓,4,ㅁㅓㅎ
메,1,ㅁㅔ
멕,4,ㅁㅔㄱ
멘,4,ㅁㅔㄴ
멜,4,ㅁㅔㄹ
멤,4,ㅁㅔㅁ
멥,4,ㅁㅔㅂ
멧,4,ㅁㅔㅅ
멨,4,ㅁㅔㅆ
멩,4,ㅁㅔㅇ
며,1,ㅁㅕ
멱,4,ㅁㅕㄱ
면,4,ㅁㅕㄴ
멸,4,ㅁㅕㄹ
몃,4,ㅁㅕㅅ
몄,4,ㅁㅕㅆ
명,4,ㅁㅕㅇ
몇,4,ㅁㅕㅊ
몌,1,ㅁㅖ
모,2,ㅁㅗ
목,5,ㅁㅗㄱ
몫,5,ㅁㅗㄳ
몬,5,ㅁㅗㄴ
몰,5,ㅁㅗㄹ
몲,5,ㅁㅗㄻ
몸,5,ㅁㅗㅁ
몹,5,ㅁㅗㅂ
못,5,ㅁㅗㅅ
몽,5,ㅁㅗㅇ
뫄,3,ㅁㅘ
뫈,6,ㅁㅘㄴ
뫘,6,ㅁㅘㅆ
