File Name,DATALOG_1.csv
Date,2010-09-03
Time,¿ÀÈÄ 11:17:18
Begin Seconds,83825.67
End Seconds,83838.14
 
Sample #,Time (sec),XgND,X Gryo,YgND,Y Gyro,ZgND,Z Gyro,XaND,X acc,YaND,Y acc,ZaND,Z acc,
1,0,1,-0.58608,1,-0.21978,1,-0.3663,1,-0.47918,1,-0.486746,1,0.7818201,
2,0.140625,1,-0.65934,1,0.65934,1,0.87912,1,-0.519532,1,-0.451438,1,0.759122,
3,0.203125,1,0.07326,1,-0.14652,1,0.51282,1,-0.47918,1,-0.46657,1,0.7641661,
4,0.234375,1,-0.3663,1,0.65934,1,0.29304,1,-0.499356,1,-0.474136,1,0.776776,
5,0.28125,1,-0.65934,1,0.43956,1,-0.43956,1,-0.481702,1,-0.47918,1,0.771732,
6,0.3125,1,-0.43956,1,-0.58608,1,0.07326,1,-0.47918,1,-0.46657,1,0.7843421,
7,0.359375,1,0.07326,1,0.21978,1,-0.58608,1,-0.471614,1,-0.461526,1,0.7465121,
8,0.40625,1,-0.07326,1,-0.58608,1,0.3663,1,-0.506922,1,-0.456482,1,0.754078,
9,0.4375,1,-0.43956,1,1.0989,1,-0.65934,1,-0.51701,1,-0.471614,1,0.766688,
10,0.484375,1,-0.7326,1,0.51282,1,-0.14652,1,-0.506922,1,-0.474136,1,0.7818201,
11,0.53125,1,-0.14652,1,0.80586,1,0,1,-0.486746,1,-0.47918,1,0.76921,
12,0.5625,1,-0.07326,1,-0.51282,1,-0.21978,1,-0.486746,1,-0.471614,1,0.761644,
13,0.609375,1,-0.58608,1,0.14652,1,0.51282,1,-0.469092,1,-0.471614,1,0.76921,
14,0.65625,1,-0.14652,1,-0.43956,1,0.3663,1,-0.511966,1,-0.47918,1,0.7641661,
15,0.6875,1,-0.65934,1,0.14652,1,0.14652,1,-0.494312,1,-0.459004,1,0.749034,
16,0.734375,1,0.7326,1,0.3663,1,-0.29304,1,-0.47918,1,-0.476658,1,0.771732,
17,0.765625,1,-0.43956,1,0.07326,1,0.3663,1,-0.511966,1,-0.46657,1,0.776776,
18,0.8125,1,0,1,0.65934,1,0,1,-0.511966,1,-0.451438,1,0.759122,
19,0.859375,1,-0.80586,1,0.14652,1,0.65934,1,-0.501878,1,-0.451438,1,0.759122,
20,0.890625,1,-1.0989,1,-0.07326,1,0.29304,1,-0.49179,1,-0.451438,1,0.749034,
21,0.9375,1,0.07326,1,0.29304,1,0.14652,1,-0.481702,1,-0.459004,1,0.7641661,
22,0.984375,1,-0.29304,1,-0.29304,1,-0.29304,1,-0.474136,1,-0.456482,1,0.7465121,
23,1.015625,1,-0.65934,1,-0.07326,1,0.21978,1,-0.509444,1,-0.451438,1,0.7566,
24,1.0625,1,-0.29304,1,0.3663,1,0.14652,1,-0.481702,1,-0.476658,1,0.771732,
25,1.109375,1,0.07326,1,0.07326,1,0.58608,1,-0.5044,1,-0.484224,1,0.779298,
26,1.140625,1,-0.3663,1,0.43956,1,0.07326,1,-0.509444,1,-0.484224,1,0.771732,
27,1.1875,1,0.43956,1,0.07326,1,0.07326,1,-0.509444,1,-0.451438,1,0.7566,
28,1.234375,1,0.07326,1,-0.14652,1,0.29304,1,-0.474136,1,-0.484224,1,0.7818201,
29,1.265625,1,-0.3663,1,0.3663,1,-0.43956,1,-0.471614,1,-0.47918,1,0.76921,
30,1.3125,1,0.07326,1,0.58608,1,-0.14652,1,-0.506922,1,-0.464048,1,0.771732,
31,1.359375,1,-1.02564,1,-0.21978,1,0.95238,1,-0.499356,1,-0.474136,1,0.776776,
32,1.390625,1,-0.58608,1,-0.95238,1,0.43956,1,-0.499356,1,-0.45396,1,0.754078,
33,1.4375,1,-0.65934,1,-0.51282,1,0.43956,1,-0.49179,1,-0.476658,1,0.7818201,
34,1.484375,1,-0.80586,1,-0.21978,1,0.58608,1,-0.486746,1,-0.47918,1,0.76921,
35,1.515625,1,0.3663,1,-0.7326,1,0.07326,1,-0.51701,1,-0.484224,1,0.776776,
36,1.5625,1,-0.14652,1,0.07326,1,-0.21978,1,-0.489268,1,-0.469092,1,0.761644,
37,1.609375,1,-0.58608,1,0.43956,1,1.02564,1,-0.51701,1,-0.448916,1,0.754078,
38,1.640625,1,-3.15018,1,-2.12454,1,3.2967,1,-0.489268,1,-0.469092,1,0.779298,
39,1.6875,1,-1.4652,1,-0.65934,1,0.95238,1,-0.431262,1,-0.539708,1,0.749034,
40,1.71875,1,0.65934,1,0.7326,1,-1.4652,1,-0.448916,1,-0.506922,1,0.76921,
41,1.765625,1,0,1,0.07326,1,0,1,-0.494312,1,-0.484224,1,0.7843421,
42,1.8125,1,-1.0989,1,-0.29304,1,1.0989,1,-0.484224,1,-0.459004,1,0.751556,
43,1.84375,1,0.29304,1,1.0989,1,-0.3663,1,-0.509444,1,-0.448916,1,0.754078,
44,1.890625,1,2.12454,1,1.53846,1,-2.9304,1,-0.496834,1,-0.47918,1,0.7818201,
45,1.9375,1,2.49084,1,3.22344,1,-3.44322,1,-0.486746,1,-0.464048,1,0.7641661,
46,1.96875,1,1.90476,1,2.12454,1,-3.00366,1,-0.509444,1,-0.443872,1,0.754078,
47,2.015625,1,1.53846,1,1.68498,1,-2.05128,1,-0.464048,1,-0.45396,1,0.789386,
48,2.046875,1,-0.07326,1,0.87912,1,-0.7326,1,-0.474136,1,-0.474136,1,0.754078,
49,2.09375,1,0.95238,1,1.4652,1,-2.27106,1,-0.509444,1,-0.464048,1,0.76921,
50,2.140625,1,1.24542,1,1.97802,1,-2.78388,1,-0.494312,1,-0.47918,1,0.7818201,
51,2.171875,1,1.8315,1,2.05128,1,-2.05128,1,-0.464048,1,-0.46657,1,0.766688,
52,2.21875,1,2.12454,1,0.58608,1,-1.61172,1,-0.5044,1,-0.469092,1,0.7818201,
53,2.265625,1,2.5641,1,2.78388,1,-3.51648,1,-0.474136,1,-0.45396,1,0.7566,
54,2.296875,1,1.17216,1,0.58608,1,-1.02564,1,-0.484224,1,-0.446394,1,0.7641661,
55,2.34375,1,-0.3663,1,0.29304,1,0.21978,1,-0.47918,1,-0.459004,1,0.7566,
56,2.375,1,0.80586,1,1.24542,1,-0.7326,1,-0.506922,1,-0.443872,1,0.754078,
57,2.421875,1,-1.90476,1,-1.24542,1,1.68498,1,-0.511966,1,-0.433784,1,0.766688,
58,2.46875,1,-4.46886,1,-3.07692,1,4.68864,1,-0.5296201,1,-0.47918,1,0.776776,
59,2.5,1,-3.88278,1,-2.9304,1,4.83516,1,-0.484224,1,-0.471614,1,0.7641661,
