21533900	0.0247113	1.5321	10.0822	0.0332443	0.144485	-0.132977	3103400	0.634745	2.22293	0	0.01852
21534030	-0.469514	1.0873	10.5023	0.00127863	0.0831108	-0.0089504	3103600	0.634745	2.22293	0	0.03704
21534232	-0.296535	1.06259	10.1316	0.0306871	0.0511451	0.0600955	3103800	0.634745	2.22293	0	0.0926
21534429	0.247113	1.48268	10.5517	0.00127863	-0.0524238	0.0626528	3104000	0.634745	2.22293	0	0.03704
21534625	-0.271824	0.96374	9.53856	0.12147	0.189237	-0.109962	3104200	0.634745	2.22293	0	0.07408
21534836	-0.123556	0.889606	10.7	-0.0588169	-0.225039	-0.0524238	3104400	0.634745	2.22293	0	0.11112
21535027	-0.0988452	1.01316	11.3425	-0.310707	-0.0089504	-0.204581	3104600	0.634745	2.22293	0	0.12964
21535226	-0.222402	2.81709	9.71154	0.0230153	-0.0524238	-0.331165	3104800	0.634745	2.22293	0	0.12964
21535438	-0.518937	1.45797	9.66211	0.0217367	0.0741604	-0.0306871	3105000	0.634745	2.22293	0	0.12964
21535638	-0.642494	0.667205	11.3919	-0.207138	0.228874	0.236546	3105200	0.634745	2.22293	0	0.20372
21535831	-0.420092	2.27344	10.0328	-0.277462	0.175172	0.0971757	3105400	0.634745	2.22293	0	0.22224
21536028	-0.444803	0.889606	9.36558	0.0613742	-0.196909	-0.0127863	3105600	0.634745	2.22293	0	0.14816
21536229	-0.172979	1.45797	10.6011	-0.159829	-0.162386	-0.132977	3105800	0.634745	2.22293	0	0.14816
21536431	-0.345958	2.64411	8.87135	0.421947	-0.190516	-0.184122	3106000	0.634745	2.22293	0	0.14816
21536641	-0.395381	1.0873	9.26673	0	-0.219924	-0.0882253	3106200	0.634745	2.22293	0	0.12964
21536841	-0.0494226	0.741339	11.639	0.00511451	0.155993	0.182844	3106400	0.634745	2.22293	0	0.20372
21537027	0.667205	2.64411	10.0328	0.172615	0.424505	0.292806	3106600	0.634745	2.22293	0	0.22224
21537227	-0.0247113	0.76605	8.99491	-0.189237	0.0537024	-0.00127863	3106800	0.634745	2.22293	0	0.463
21537440	-0.345958	0.96374	10.8235	-0.25189	-0.0166222	-0.175172	3107000	0.634745	2.22293	0	0.42596
21537629	-0.840184	2.59469	9.93394	0.420669	0.154714	-0.10229	3107200	0.634745	2.22293	0	0.25928
21537840	-0.914318	0.691916	8.7478	-0.296642	-0.368245	0.126584	3107400	0.634745	2.22293	0	0.38892
21538036	-0.56836	1.70508	12.0591	-0.433455	0.253168	0.545974	3107600	0.634745	2.22293	0	0.35188
