22586335	8.40184	-0.247113	2.89122	0.0767177	0.101012	0.034523	555800	0.634745	2.22293	0	0
22586449	9.31616	-0.395381	2.91593	0.0703246	0.0754391	-0.0396375	556000	0.634745	2.22293	0	0.01852
22586622	8.79722	-0.271824	2.66882	0.0370802	-0.0703246	0.0741604	556200	0.634745	2.22293	0	0.05556
22586821	8.79722	-0.543648	2.56997	-0.10229	0.0396375	-0.0281298	556400	0.634745	2.22293	0	0.05556
22587034	9.11847	-0.148268	2.6194	-0.182844	0.0268512	0.143206	0	0	0	0	0
22587045	8.92078	-0.395381	2.74295	-0.185401	0.0242939	0.154714	556600	0.634745	2.22293	0	0.05556
22587227	9.1926	-0.0741339	2.27344	-0.0767177	0.0856681	0.0473092	556800	0.634745	2.22293	0	0.03704
22587430	9.01962	-0.444803	2.8418	-0.0358016	0.23271	-0.0639314	557000	0.634745	2.22293	0	0.05556
22587633	8.94549	-0.395381	2.94064	-0.134256	-0.13937	0.101012	557200	0.634745	2.22293	0	0.11112
22587822	9.78567	-0.494226	3.38545	-0.194351	-0.0230153	0.0217367	557400	0.634745	2.22293	0	0.03704
22588028	7.98175	-1.01316	3.75612	-0.144485	-0.217367	-0.0677673	557600	0.634745	2.22293	0	0
22588227	8.47597	-1.35912	2.34757	-0.166222	-0.171336	-0.0933399	557800	0.634745	2.22293	0	0.07408
22588431	10.7247	-1.28499	2.32286	-0.0242939	-0.194351	0.116355	558000	0.634745	2.22293	0	0.01852
22588634	8.17944	-0.0494226	4.44803	0.00255726	-0.109962	0.190516	558200	0.634745	2.22293	0	0.0926
22588838	7.26512	-0.494226	2.24873	-0.0971757	-0.0677673	-0.00383588	558400	0.634745	2.22293	0	0.0926
22589026	11.4166	-1.06259	2.17459	-0.204581	-0.360573	0.0140649	558600	0.634745	2.22293	0	0.2778
22589226	8.35242	-1.58152	3.78083	-0.0485879	-0.089504	-0.18668	558800	0.634745	2.22293	0	0.25928
22589425	7.95703	-1.13672	1.68037	0.0856681	-0.0703246	0.00383588	559000	0.634745	2.22293	0	1.18528
22589630	12.3309	-0.815473	4.91755	0.287691	-0.0166222	0.230153	559200	0.634745	2.22293	0	2.81504
22589818	7.70992	-0.741339	2.6194	0.136813	0.246775	-0.0230153	559400	0.634745	2.22293	0	3.44472
22590018	8.79722	-0.667205	1.95219	-0.208416	-0.0460306	0.0562596	559600	0.634745	2.22293	0	5.01892
22590217	9.93394	-1.50739	4.91755	0.0703246	0.843895	-0.127863	559800	0.634745	2.22293	0	4.11144
22590422	6.54849	-0.642494	2.14988	-0.0984544	0.0460306	-0.368245	560000	0.634745	2.22293	0	4.01884
22590620	10.9965	-0.790761	2.54526	0.115077	-0.0230153	0.424505	560200	0.634745	2.22293	0	5.3708
22590819	9.31616	-0.469514	4.07736	0.0690459	-0.0690459	0.12147	560400	0.634745	2.22293	0	3.92624
22591019	7.14156	-0.494226	2.42171	-0.267233	-0.0869467	0.134256	560600	0.634745	2.22293	0	4.55592
22591220	12.751	-2.00161	4.29976	-0.398932	-0.187958	-0.108683	560800	0.634745	2.22293	0	4.42628
22591437	7.70992	-1.0873	1.72979	-0.0971757	0.0281298	-0.141928	561000	0.634745	2.22293	0	5.24116
22591623	9.21731	-1.16143	2.10046	0.0920612	-0.0498665	0.0677673	561200	0.634745	2.22293	0	5.11152
22591821	9.48913	-0.815473	4.47274	0.269791	0.253168	0.248054	561400	0.634745	2.22293	0	3.96328
22592021	6.94387	-1.26028	2.52055	0.200745	0.120191	0.0792749	561600	0.634745	2.22293	0	3.87068
22592222	10.6753	-1.11201	2.54526	-0.159829	-0.267233	-0.117634	561800	0.634745	2.22293	0	4.40776
22592428	8.62424	-2.1993	4.54688	-0.208416	0.054981	-0.134256	562000	0.634745	2.22293	0	3.62992
22592622	6.94387	-0.76605	2.00161	-0.00127863	-0.0153435	-0.250611	562200	0.634745	2.22293	0	4.64852
22592821	11.6884	-0.716627	3.01478	0.104848	-0.356737	0.0856681	562400	0.634745	2.22293	0	4.57444
