21905636	-0.815473	-9.81038	-0.0494226	-0.0511451	-0.0920612	0.0421947	3475200	0.634746	2.22293	0	0.01852
21905835	-0.494226	-9.81038	-0.543648	0.0677673	0.0140649	-0.0613742	3475400	0.634746	2.22293	0	0.01852
21906026	-0.494226	-10.0328	-1.03787	-0.168779	0.103569	0.0242939	3475600	0.634746	2.22293	0	0
21906225	-0.96374	-10.527	-1.63095	-0.172615	0.164943	0.0716032	3475800	0.634746	2.22293	0	0
21906429	-1.82864	-9.11847	-0.271824	0.103569	0.290249	-0.0818322	3476000	0.634746	2.22293	0	0.01852
21906625	-1.5321	-10.4035	-0.148268	-0.0434734	0.0588169	-0.132977	3476200	0.634746	2.22293	0	0.01852
21906826	-2.12517	-8.52539	-0.790761	0.0882253	-0.184122	-0.0907826	3476400	0.634746	2.22293	0	0.01852
21907028	-0.56836	-11.9603	-2.24873	-1.04592	-0.388703	-0.109962	3476600	0.634746	2.22293	0	0.01852
21907228	0.321247	-8.3277	0.716627	-0.0805536	-0.111241	0.161107	3476800	0.634746	2.22293	0	0.03704
21907442	-1.21085	-9.88452	-0.617782	0.0306871	-0.177729	0.112519	3477000	0.634746	2.22293	0	0.11112
21907628	-1.21085	-11.9108	-3.0642	-0.474371	-0.196909	-0.0882253	3477200	0.634746	2.22293	0	0.20372
21907828	-2.1993	-9.66211	-1.16143	0.0600955	0.269791	-0.125306	3477400	0.634746	2.22293	0	0.07408
21908025	-1.21085	-9.14318	-2.00161	-0.0153435	0.0575383	-0.135535	3477600	0.634746	2.22293	0	0.0926
21908229	-0.0988452	-12.5533	-1.7545	0.0434734	0.0127863	0.217367	3477800	0.634746	2.22293	0	0.14816
21908432	-0.271824	-9.06904	-1.06259	0.198187	-0.0639314	-0.239103	3478000	0.634746	2.22293	0	0.12964
21908629	-0.172979	-9.21731	-1.95219	-0.28897	0.0179008	0.0473092	3478200	0.634746	2.22293	0	0.12964
21908833	-0.790761	-9.93394	0.370669	0.161107	-0.0920612	0.136813	3478400	0.634746	2.22293	0	0.12964
21909032	-0.494226	-7.51223	-1.85335	-0.0166222	0.140649	-0.219924	3478600	0.634746	2.22293	0	0.12964
21909232	-0.247113	-11.4413	-3.23718	-0.350344	-0.148321	0.10229	3478800	0.634746	2.22293	0	0.11112
21909432	0.914318	-9.66211	-0.494226	0.179008	-0.0524238	0.0677673	3479000	0.634746	2.22293	0	0.0926
21909643	-0.123556	-8.20415	-1.90277	-0.173893	-0.0524238	0.0946185	3479200	0.634746	2.22293	0	0.33336
21909833	-0.395381	-11.7873	-2.6194	-0.466699	0.173893	0.034523	3479400	0.634746	2.22293	0	0.22224
21910031	-1.26028	-9.06904	-1.28499	0.262119	0.147042	-0.155993	3479600	0.634746	2.22293	0	0.1852
21910228	-0.321247	-9.04433	-2.8418	-0.144485	-0.00255726	-0.115077	3479800	0.634746	2.22293	0	0.22224
21910432	0.815473	-12.1332	-0.494226	0.492272	0.0562596	-0.0690459	3480000	0.634746	2.22293	0	0.1852
